,winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_KD,delta_sig_str_pct,delta_total_str_pct,delta_TD_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs
331,MACY CHIASSON,PANNIE KIANZAD,16/03/2024,Submission,1.0,3:54,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,7.0,-37.41,50.0,1.0,1.0,96.0,17.5,50.0,-100.0,-16.67,100.0,0.0,25.0,25.0,-50.0,-25.0,25.0,0.0,10.16,15.24,-0.98,0.0,-1.45,-11.0,0.76,7.0,-19.0,0.3
334,CHELSEA CHANDLER,JOSIANE NUNES,16/03/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",,,blue,0.0,0.0,11.45,100.0,0.0,0.0,396.0,-3.34,14.53,0.0,-2.0,-33.33,61.9,-4.0,3.0,1.0,-17.0,-5.0,22.0,,,,,,,,,,
337,JAQUELINE AMORIM,CORY MCKENNA,16/03/2024,Submission,1.0,1:38,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,24.0,12.94,-100.0,4.0,0.0,-56.0,19.04,100.0,-75.0,20.0,-100.0,100.0,8.0,66.0,-75.0,-9.0,-25.0,33.0,,,,,,,,,,
346,MAYCEE BARBER,KATLYN CERMINARA,09/03/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",Switch,,blue,0.0,13.0,11.32,84.0,0.0,0.0,113.0,12.69,4.04,66.67,6.44,10.17,100.0,4.0,-10.0,7.0,-13.0,8.0,4.0,,,,,,,,,,
353,JOANNE WOOD,MARYNA MOROZ,09/03/2024,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",,Orthodox,red,0.0,2.0,-1.52,50.0,0.0,0.0,-359.0,-7.09,16.97,79.31,5.1,-12.17,-50.0,-23.0,6.0,16.0,5.0,-2.0,-3.0,,,,,,,,,,
368,YAZMIN JAUREGUI,SAM HUGHES,24/02/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Moreno vs. Royval 2,"Mexico City, Distrito Federal, Mexico",,Orthodox,red,0.0,-8.0,-7.06,0.0,0.0,0.0,-17.0,-1.57,-13.69,-26.67,-8.91,19.64,0.0,7.0,5.0,-12.0,-7.0,7.0,0.0,,,,,,,,,,
382,AMANDA LEMOS,MACKENZIE DERN,17/02/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 298: Volkanovski vs. Topuria,"Anaheim, California, USA",Southpaw,Orthodox,red,1.0,13.0,-4.17,67.0,0.0,-2.0,-118.0,0.76,80.0,87.5,11.91,50.0,0.0,-37.0,19.0,17.0,-3.0,2.0,1.0,0.0,5.08,2.47,26.0,1.58,-16.0,1.7,95.0,100.0,-1.7
388,MIRANDA MAVERICK,ANDREA LEE,17/02/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 298: Volkanovski vs. Topuria,"Anaheim, California, USA",Southpaw,Orthodox,blue,0.0,13.0,12.06,-29.0,-1.0,0.0,143.0,12.02,-4.42,18.18,13.55,-25.0,-33.33,4.0,-12.0,8.0,2.0,1.0,-2.0,-7.62,-10.16,4.22,2.0,2.17,-3.0,-1.67,-45.0,-57.0,-0.5
397,LOMA LOOKBOONMEE,BRUNA BRASIL,10/02/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,7.0,3.2,0.0,0.0,0.0,-94.0,5.77,1.32,-23.86,7.96,3.57,0.0,-7.0,8.0,-1.0,3.0,-3.0,0.0,,,,,,,,,,
405,NATALIA SILVA,VIVIANE ARAUJO,03/02/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada, USA",,Orthodox,blue,0.0,-9.0,-15.87,-11.0,0.0,0.0,-361.0,-11.18,16.67,-16.66,-8.19,-100.0,0.0,-13.0,18.0,-4.0,4.0,-3.0,0.0,0.0,,-4.97,-48.0,-4.84,-60.0,-2.33,-64.0,-94.0,-0.2
407,MOLLY MCCANN,DIANA BELBITA,03/02/2024,Submission,1.0,4:59,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,9.0,9.08,100.0,1.0,0.0,68.0,18.46,17.16,12.5,11.41,-50.0,54.55,33.0,-11.0,-22.0,-2.0,-13.0,14.0,-7.62,-15.24,-0.66,11.0,-2.21,13.0,-0.05,-37.0,-36.0,0.7
411,LUANA CAROLINA,JULIJA STOLIARENKO,03/02/2024,KO/TKO,3.0,4:52,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,21.0,29.12,46.0,-3.0,0.0,100.0,25.21,-2.31,38.1,15.76,2.5,60.98,19.0,-15.0,-3.0,-26.0,-12.0,37.0,-2.54,7.62,4.19,16.0,-0.12,-3.0,0.0,0.0,34.0,1.9
415,RAQUEL PENNINGTON,MAYRA BUENO SILVA,20/01/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 297: Strickland vs. Du Plessis,"Toronto, Ontario, Canada",Orthodox,Orthodox,red,0.0,-12.0,-3.87,0.0,-1.0,2.0,150.0,-14.4,7.45,21.43,-13.13,-6.63,-12.5,21.0,-14.0,-7.0,0.0,-27.0,27.0,2.54,2.54,-0.44,-9.0,-1.69,16.0,1.12,28.0,-8.0,-0.9
422,GILLIAN ROBERTSON,POLYANA VIANA,20/01/2024,KO/TKO,2.0,3:12,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 297: Strickland vs. Du Plessis,"Toronto, Ontario, Canada",Orthodox,Orthodox,red,0.0,29.0,3.85,100.0,1.0,0.0,339.0,30.11,-66.67,75.0,14.14,0.0,-5.77,3.0,-16.0,13.0,-54.0,0.0,53.0,0.0,-10.16,-1.66,10.0,-0.91,-3.0,1.52,13.0,-50.0,-2.5
424,JASMINE JASUDAVICIUS,PRISCILA CACHOEIRA,20/01/2024,Submission,3.0,4:21,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 297: Strickland vs. Du Plessis,"Toronto, Ontario, Canada",,Orthodox,red,1.0,29.0,31.91,40.0,3.0,0.0,680.0,33.88,0.0,0.0,23.21,66.67,1.93,11.0,-6.0,-5.0,-59.0,2.0,57.0,,,,,,,,,,
443,IRENE ALDANA,KAROL ROSA,16/12/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 296: Edwards vs. Covington,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-11.0,-11.21,0.0,0.0,0.0,0.0,0.74,16.88,-18.14,-11.37,0.0,0.0,34.0,11.0,-44.0,0.0,0.0,0.0,10.16,2.54,-2.21,-14.0,0.46,13.0,-1.77,-10.0,-6.0,0.1
445,ARIANE DA SILVA,CASEY O'NEILL,16/12/2023,Submission,2.0,1:18,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 296: Edwards vs. Covington,"Las Vegas, Nevada, USA",,,blue,0.0,9.0,13.91,100.0,1.0,0.0,38.0,12.63,-11.11,21.43,-1.33,-18.18,85.71,16.0,16.0,-31.0,-36.0,8.0,28.0,,,,,,,,,,
457,LUANA SANTOS,STEPHANIE EGGER,09/12/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Song vs. Gutierrez,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,12.0,2.22,-50.0,0.0,0.0,398.0,0.83,-0.61,78.57,22.42,-45.62,0.0,-33.0,12.0,20.0,29.0,-29.0,0.0,,,,,,,,,,
459,TALITA ALENCAR,RAYANNE DOS SANTOS,09/12/2023,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Song vs. Gutierrez,"Las Vegas, Nevada, USA",,,blue,0.0,-21.0,-24.01,11.0,0.0,0.0,150.0,-22.62,-16.71,-12.7,-22.67,-25.0,-41.67,-13.0,14.0,0.0,-20.0,3.0,18.0,,,,,,,,,,
466,MIESHA TATE,JULIA AVILA,02/12/2023,Submission,3.0,1:15,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas, USA",Orthodox,Orthodox,red,0.0,59.0,31.17,80.0,1.0,0.0,655.0,61.3,100.0,0.0,35.23,0.0,93.1,-4.0,3.0,0.0,-85.0,0.0,84.0,-2.54,-5.08,-1.17,0.0,-0.19,-4.0,1.57,-19.0,-8.0,1.6
471,VERONICA HARDY,JAMEY-LYN HORTH,02/12/2023,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas, USA",,,red,0.0,-7.0,-9.2,17.0,0.0,0.0,-145.0,1.07,23.08,16.67,-1.94,-6.43,0.0,30.0,-21.0,-10.0,16.0,-16.0,0.0,,,,,,,,,,
476,AMANDA RIBAS,LUANA PINHEIRO,18/11/2023,KO/TKO,3.0,3:53,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Allen vs. Craig,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-9.0,-5.64,-16.0,0.0,0.0,-41.0,-5.78,-33.52,-7.21,-8.58,-16.67,50.0,0.0,-11.0,11.0,1.0,-4.0,3.0,2.54,10.16,0.68,4.0,0.35,-7.0,2.31,58.0,85.0,1.6
483,AILIN PEREZ,LUCIE PUDILOVA,18/11/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Allen vs. Craig,"Las Vegas, Nevada, USA",,Orthodox,blue,0.0,9.0,7.14,25.0,-1.0,0.0,267.0,12.45,-6.35,60.0,24.44,-40.0,-19.86,8.0,-24.0,14.0,3.0,-38.0,34.0,,,,,,,,,,
487,JESSICA ANDRADE,MACKENZIE DERN,11/11/2023,KO/TKO,2.0,3:15,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",Orthodox,Orthodox,red,4.0,7.0,6.05,0.0,0.0,0.0,13.0,-2.47,11.11,-13.64,4.66,10.0,80.0,-27.0,1.0,25.0,-14.0,7.0,7.0,-7.62,-2.54,2.64,11.0,1.45,-8.0,2.83,52.0,76.0,-1.8
491,LOOPY GODINEZ,TABATHA RICCI,11/11/2023,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 295: Prochazka vs. Pereira,"New York City, New York, USA",,,blue,0.0,7.0,5.67,0.0,0.0,0.0,-79.0,5.98,6.22,50.0,5.28,-8.33,0.0,2.0,6.0,-7.0,-6.0,7.0,0.0,,,,,,,,,,
503,ANGELA HILL,DENISE GOMES,04/11/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",Orthodox,,red,0.0,17.0,8.07,22.0,0.0,0.0,420.0,16.81,12.34,11.11,23.77,-2.14,-62.5,2.0,8.0,-10.0,-2.0,0.0,2.0,,,,,,,,,,
504,EDUARDA MOURA,MONTSERRAT CONEJO RUIZ,04/11/2023,KO/TKO,2.0,2:14,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Almeida vs. Lewis,"Sao Paulo, Sao Paulo, Brazil",,,red,0.0,52.0,42.35,100.0,0.0,0.0,355.0,73.33,100.0,-100.0,18.94,100.0,79.69,96.0,3.0,-100.0,-92.0,1.0,89.0,,,,,,,,,,
515,VIKTORIIA DUDAKOVA,JINH YU FREY,21/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 294: Makhachev vs. Volkanovski 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,Southpaw,red,1.0,4.0,5.84,-33.0,0.0,0.0,-262.0,2.12,25.13,0.0,4.23,18.33,-87.5,-2.0,18.0,-16.0,3.0,12.0,-14.0,,,,,,,,,,
518,VIVIANE ARAUJO,JENNIFER MAIA,14/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,12.0,16.38,-17.0,1.0,0.0,338.0,8.34,30.0,0.0,15.93,-26.92,100.0,-8.0,12.0,-4.0,16.0,-20.0,4.0,0.0,10.16,1.63,9.0,1.32,8.0,1.99,14.0,38.0,0.0
523,TAINARA LISBOA,RAVENA OLIVEIRA,14/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",,,red,0.0,3.0,2.53,-29.0,0.0,0.0,93.0,-5.98,38.89,-50.0,-11.43,25.0,0.0,-16.0,24.0,-8.0,-48.0,48.0,0.0,,,,,,,,,,
525,MELISSA MULLINS,IRINA ALEKSEEVA,14/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",,,blue,-1.0,10.0,11.16,-25.0,0.0,0.0,445.0,20.87,54.76,-79.31,10.82,50.0,10.0,43.0,5.0,-47.0,-11.0,-3.0,13.0,,,,,,,,,,
527,EMILY DUCOTE,ASHLEY YODER,14/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada, USA",,Southpaw,blue,0.0,18.0,17.83,100.0,0.0,0.0,-6.0,20.28,-7.5,-8.62,20.07,-90.0,0.0,1.0,-7.0,6.0,9.0,-8.0,0.0,,,,,,,,,,
533,KAROLINA KOWALKIEWICZ,DIANA BELBITA,07/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,15.0,14.77,-84.0,0.0,0.0,82.0,17.67,6.41,8.33,15.14,8.73,0.0,9.0,-4.0,-6.0,2.0,-1.0,-1.0,-10.16,-10.16,-0.54,0.0,-0.84,4.0,-1.59,-54.0,11.0,0.1
535,VANESSA DEMOPOULOS,KANAKO MURATA,07/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-6.0,-0.62,-83.0,0.0,1.0,-568.0,-6.23,-3.08,-75.0,-15.7,-30.0,16.18,-12.0,21.0,-8.0,3.0,20.0,-22.0,2.54,-7.62,-0.33,-26.0,1.2,-2.0,-4.0,-44.0,0.0,0.0
537,JJ ALDRICH,MONTANA DE LA ROSA,07/10/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,16.0,15.04,0.0,0.0,0.0,22.0,21.24,0.57,-31.25,14.7,23.64,0.0,23.0,-6.0,-18.0,1.0,-1.0,0.0,-5.08,-2.54,0.91,5.0,1.16,16.0,-1.34,12.0,0.0,-1.2
540,MARINA RODRIGUEZ,MICHELLE WATERSON-GOMEZ,23/09/2023,KO/TKO,2.0,2:42,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,28.0,25.99,84.0,0.0,0.0,-46.0,36.71,1.9,0.0,28.64,-5.18,50.0,14.0,-7.0,-6.0,-13.0,22.0,-8.0,,,,,,,,,,
546,MIZUKI,HANNAH GOLDY,23/09/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",,Orthodox,red,0.0,3.0,7.26,43.0,0.0,0.0,40.0,19.8,2.3,15.38,11.69,-2.12,50.0,35.0,-19.0,-16.0,25.0,-27.0,1.0,,,,,,,,,,
547,MONTSERRAT RENDON,TAMIRES VIDAL,23/09/2023,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",,,blue,0.0,-18.0,-12.87,60.0,-1.0,0.0,237.0,1.6,-38.89,-3.86,-19.14,50.0,44.83,37.0,10.0,-48.0,-21.0,1.0,18.0,,,,,,,,,,
552,LOOPY GODINEZ,ELISE REED,16/09/2023,Submission,2.0,3:38,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",,,red,1.0,44.0,1.72,100.0,6.0,0.0,367.0,60.0,33.33,75.0,37.5,100.0,75.0,71.0,-47.0,-24.0,-29.0,14.0,14.0,,,,,,,,,,
554,TRACY CORTEZ,JASMINE JASUDAVICIUS,16/09/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,11.0,9.34,-20.0,0.0,0.0,-154.0,9.36,16.38,14.18,13.01,22.38,0.0,6.0,-17.0,12.0,13.0,-13.0,0.0,,,,,,,,,,
556,JOSEFINE KNUTSSON,MARNIC MANN,16/09/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",,,red,0.0,36.0,10.42,75.0,0.0,0.0,616.0,24.64,86.96,33.33,27.48,72.73,72.92,-10.0,24.0,-16.0,-54.0,9.0,43.0,,,,,,,,,,
570,MANON FIOROT,ROSE NAMAJUNAS,02/09/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",Orthodox,Orthodox,red,0.0,-15.0,-12.75,0.0,0.0,0.0,-1.0,-10.11,10.49,-9.8,-15.09,-10.0,100.0,14.0,0.0,-15.0,-7.0,5.0,1.0,5.08,,1.67,13.0,-2.12,19.0,-0.27,47.0,50.0,-0.8
577,NORA CORNOLLE,JOSELYNE EDWARDS,02/09/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",,Orthodox,red,0.0,9.0,0.93,-62.0,-1.0,3.0,-391.0,2.43,-18.06,37.98,3.59,-6.14,0.0,-3.0,-2.0,5.0,-35.0,35.0,0.0,,,,,,,,,,
584,ERIN BLANCHFIELD,TAILA SANTOS,26/08/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",,Orthodox,red,0.0,11.0,9.15,0.0,0.0,0.0,479.0,13.64,18.26,0.0,7.57,20.83,50.0,10.0,13.0,-23.0,-13.0,11.0,1.0,,,,,,,,,,
591,JJ ALDRICH,LIANG NA,26/08/2023,KO/TKO,2.0,4:49,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",Southpaw,,blue,0.0,46.0,32.14,-75.0,0.0,1.0,213.0,49.69,12.5,-33.33,25.0,10.0,82.22,34.0,-25.0,-9.0,-62.0,-16.0,78.0,,,,,,,,,,
594,ZHANG WEILI,AMANDA LEMOS,19/08/2023,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",Switch,Southpaw,red,1.0,37.0,40.03,85.0,-2.0,0.0,933.0,37.34,13.1,-20.0,27.24,44.44,78.69,-14.0,10.0,4.0,-65.0,6.0,58.0,0.0,-5.08,0.17,-19.0,-0.96,8.0,-0.72,-77.0,0.0,0.0
603,NATALIA SILVA,ANDREA LEE,19/08/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",,Orthodox,blue,0.0,6.0,5.83,0.0,0.0,0.0,0.0,14.41,-8.3,23.57,5.83,0.0,0.0,21.0,-1.0,-19.0,0.0,0.0,0.0,-5.08,,-5.58,-49.0,-3.83,-65.0,-1.67,-45.0,-57.0,-0.5
604,KARINE SILVA,MARYNA MOROZ,19/08/2023,Submission,1.0,4:59,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",,Orthodox,red,1.0,27.0,30.54,100.0,1.0,-1.0,-50.0,28.88,19.45,11.54,23.72,16.67,100.0,0.0,-20.0,20.0,-2.0,-1.0,3.0,,,,,,,,,,
608,IASMIN LUCINDO,POLYANA VIANA,12/08/2023,Submission,2.0,3:42,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada, USA",,Orthodox,blue,0.0,1.0,4.29,67.0,1.0,0.0,75.0,14.45,13.33,0.0,2.86,0.0,33.33,30.0,0.0,-30.0,-10.0,0.0,10.0,,,,,,,,,,
615,JAQUELINE AMORIM,MONTSERRAT CONEJO RUIZ,12/08/2023,KO/TKO,3.0,3:41,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada, USA",,,red,0.0,47.0,32.7,-67.0,4.0,2.0,266.0,56.43,14.29,-16.67,23.87,0.0,41.12,55.0,-23.0,-32.0,-77.0,0.0,77.0,,,,,,,,,,
617,LUANA SANTOS,JULIANA MILLER,12/08/2023,KO/TKO,1.0,3:41,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada, USA",,,blue,0.0,28.0,27.91,0.0,0.0,0.0,-3.0,29.07,10.77,100.0,32.11,4.27,0.0,7.0,-12.0,4.0,9.0,-10.0,0.0,,,,,,,,,,
619,TATIANA SUAREZ,JESSICA ANDRADE,05/08/2023,Submission,2.0,1:31,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Sandhagen vs. Font,"Nashville, Tennessee, USA",Southpaw,Orthodox,blue,0.0,9.0,7.08,100.0,1.0,0.0,125.0,0.71,2.88,42.86,1.33,26.92,0.0,-5.0,28.0,-23.0,-16.0,16.0,0.0,10.16,10.16,-1.56,16.0,-3.81,-5.0,3.36,5.0,24.0,0.2
640,MIRANDA MAVERICK,PRISCILA CACHOEIRA,29/07/2023,Submission,3.0,2:11,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 291: Poirier vs. Gaethje 2,"Salt Lake City, Utah, USA",Southpaw,Orthodox,red,0.0,23.0,29.55,33.0,1.0,0.0,534.0,23.27,33.33,-16.67,9.72,100.0,-10.0,0.0,4.0,-5.0,-46.0,5.0,41.0,-10.16,0.0,5.96,14.0,-1.93,20.0,0.0,0.0,-69.0,0.0
642,JULIJA STOLIARENKO,MOLLY MCCANN,22/07/2023,Submission,1.0,1:55,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Aspinall vs. Tybura,"London, England, United Kingdom",,Orthodox,blue,0.0,-6.0,-6.47,100.0,1.0,0.0,12.0,10.91,-33.33,-50.0,-6.47,0.0,0.0,28.0,-44.0,17.0,0.0,0.0,0.0,7.62,10.16,-3.05,-16.0,-0.41,-15.0,-1.64,-29.0,38.0,-0.2
652,KETLEN VIEIRA,PANNIE KIANZAD,22/07/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Aspinall vs. Tybura,"London, England, United Kingdom",Orthodox,Orthodox,red,0.0,2.0,-0.78,100.0,3.0,-1.0,518.0,4.16,25.0,0.0,-1.33,50.0,42.86,9.0,-7.0,-3.0,8.0,6.0,-14.0,2.54,5.08,-2.48,-13.0,0.22,-4.0,1.97,34.0,9.0,0.3
654,BRUNA BRASIL,SHAUNA BANNON,22/07/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Aspinall vs. Tybura,"London, England, United Kingdom",,,blue,0.0,25.0,10.16,66.0,0.0,0.0,136.0,25.53,23.68,33.22,17.48,32.31,100.0,13.0,-10.0,-3.0,-25.0,16.0,8.0,,,,,,,,,,
659,NORMA DUMONT,CHELSEA CHANDLER,15/07/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Featherweight Bout,UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,25.0,11.44,67.0,0.0,0.0,388.0,23.4,14.29,33.33,27.59,30.39,60.0,0.0,-2.0,1.0,0.0,-19.0,19.0,,,,,,,,,,
662,VIKTORIIA DUDAKOVA,ISTELA NUNES,15/07/2023,KO/TKO,1.0,0:34,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada, USA",,,red,0.0,-6.0,-6.06,100.0,0.0,0.0,6.0,-10.71,0.0,0.0,-13.33,0.0,100.0,-17.0,16.0,0.0,-34.0,0.0,33.0,,,,,,,,,,
667,AILIN PEREZ,ASHLEE EVANS-SMITH,15/07/2023,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada, USA",,Orthodox,blue,0.0,32.0,40.31,66.0,0.0,0.0,688.0,42.47,-3.03,-50.0,20.0,-10.56,69.39,33.0,-5.0,-28.0,-38.0,-18.0,56.0,,,,,,,,,,
675,DENISE GOMES,YAZMIN JAUREGUI,08/07/2023,KO/TKO,1.0,0:20,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 290: Volkanovski vs. Rodriguez,"Las Vegas, Nevada, USA",,,blue,1.0,85.0,87.5,0.0,0.0,0.0,10.0,85.0,0.0,0.0,66.67,0.0,92.86,67.0,-34.0,-33.0,-10.0,-34.0,43.0,,,,,,,,,,
