,winner_winner_name,winner_loser_name,winner_event_date,winner_method,winner_round,winner_time,winner_time_format,winner_bout_type,winner_event_name,winner_event_location,winner_winner_stance,winner_loser_stance,winner_winner,winner_delta_KD,winner_delta_sig_str_pct,winner_delta_total_str_pct,winner_delta_TD_pct,winner_delta_sub_att,winner_delta_rev,winner_delta_ctrl,winner_delta_sig_str_head_acc_pct,winner_delta_sig_str_body_acc_pct,winner_delta_sig_str_leg_acc_pct,winner_delta_sig_str_distance_acc_pct,winner_delta_sig_str_clinch_acc_pct,winner_delta_sig_str_ground_acc_pct,winner_delta_sig_str_head_tar_pct,winner_delta_sig_str_body_tar_pct,winner_delta_sig_str_leg_tar_pct,winner_delta_sig_str_distance_pos_pct,winner_delta_sig_str_clinch_pos_pct,winner_delta_sig_str_ground_pos_pct,winner_delta_height,winner_delta_reach,winner_delta_slpm_cs,winner_delta_str_acc_cs,winner_delta_sapm_cs,winner_delta_str_def_cs,winner_delta_td_avg_cs,winner_delta_td_acc_cs,winner_delta_td_def_cs,winner_delta_sub_avg_cs,winner_Unnamed: 0,winner_fighter_name,winner_Height,winner_Weight,winner_Reach,winner_SLpM,winner_Str_Acc,winner_SApM,winner_Str_Def,winner_TD_Avg,winner_TD_Acc,winner_TD_Def,winner_Sub_Avg,winner_Stance_Open Stance,winner_Stance_Orthodox,winner_Stance_Southpaw,winner_Stance_Switch,winner_Age,winner_Female
30,youssef zalal,jarno errens,10/08/2024,Submission,1.0,3:52,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Tybura vs. Spivac 2,"Las Vegas, Nevada, USA",Switch,,red,0.0,60.0,57.4,50.0,1.0,0.0,68.0,86.36,0.0,77.78,60.25,0.0,0.0,-30.0,-40.0,70.0,0.0,0.0,0.0,,,,,,,,,,,990,youssef zalal,70,145.0,70,2.45,0.51,1.56,0.64,2.4,0.4,0.56,1.4,0,0,0,1,29.0,0
31,deiveson figueiredo,marlon vera,03/08/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Switch,blue,1.0,6.0,7.47,14.0,0.0,0.0,142.0,9.19,6.82,13.74,7.41,-16.67,50.0,12.0,5.0,-16.0,5.0,-9.0,4.0,-7.62,-5.08,-0.27,7.0,-0.6,-2.0,0.79,13.0,-9.0,1.3,267,deiveson figueiredo,65,125.0,65,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4,0,1,0,0,38.0,0
32,michael chiesa,tony ferguson,03/08/2024,Submission,1.0,3:44,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Southpaw,Orthodox,blue,0.0,-39.0,-39.56,100.0,1.0,0.0,34.0,-31.4,16.67,-83.33,-39.56,0.0,0.0,35.0,15.0,-50.0,0.0,0.0,0.0,5.08,-2.54,-3.57,-5.0,-2.23,-5.0,3.15,10.0,-2.0,-0.2,149,michael chiesa,73,170.0,73,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,0,0,1,0,38.0,0
33,mackenzie dern,loopy godinez,03/08/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Sandhagen vs. Nurmagomedov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,,red,0.0,-10.0,-3.54,-26.0,-1.0,-1.0,64.0,-6.34,13.76,-19.04,-8.8,-15.0,0.0,17.0,-17.0,0.0,5.0,-5.0,0.0,,,,,,,,,,,210,mackenzie dern,64,115.0,64,3.74,0.38,3.81,0.61,0.28,0.05,0.0,2.2,0,1,0,0,33.0,1
34,belal muhammad,leon edwards,27/07/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Welterweight Title Bout,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",Orthodox,Southpaw,blue,0.0,-10.0,-9.74,-31.0,0.0,-2.0,291.0,-6.74,1.82,-100.0,-4.48,-85.71,0.0,18.0,-12.0,-6.0,17.0,-12.0,-4.0,-7.62,-5.08,2.19,-4.0,1.99,5.0,0.62,-2.0,15.0,-0.2,611,belal muhammad,71,170.0,71,4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2,0,1,0,0,37.0,0
35,tom aspinall,curtis blaydes,27/07/2024,KO/TKO,1.0,1:00,5 Rnd (5-5-5-5-5),UFC Interim Heavyweight Title Bout,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",Orthodox,Orthodox,red,1.0,28.0,32.01,0.0,0.0,0.0,13.0,28.23,0.0,0.0,4.55,0.0,90.91,0.0,0.0,0.0,-72.0,0.0,71.0,2.54,-5.08,3.84,13.0,1.36,8.0,-3.1,46.0,-33.0,1.8,44,tom aspinall,77,256.0,77,7.43,0.66,3.06,0.65,3.54,1.0,0.0,1.8,0,1,0,0,32.0,0
36,arnold allen,giga chikadze,27/07/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",Southpaw,Orthodox,red,0.0,16.0,15.18,0.0,0.0,0.0,0.0,18.75,22.73,-60.0,15.77,0.0,0.0,13.0,-5.0,-7.0,0.0,0.0,0.0,-10.16,-10.16,-0.26,-2.0,-0.65,7.0,0.98,19.0,8.0,0.5,15,arnold allen,68,145.0,68,3.19,0.41,2.0,0.67,1.36,0.52,0.76,0.5,0,0,1,0,32.0,0
37,nathaniel wood,daniel pineda,27/07/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 304: Edwards vs. Muhammad 2,"Manchester, England, United Kingdom",Orthodox,Orthodox,red,1.0,24.0,9.64,-16.0,1.0,-1.0,-110.0,22.88,25.71,9.88,33.77,-100.0,0.0,-12.0,9.0,3.0,24.0,-6.0,-18.0,-2.54,0.0,2.87,-3.0,1.64,9.0,-0.26,17.0,31.0,-0.9,979,nathaniel wood,66,140.0,66,6.28,0.46,4.36,0.53,1.29,0.46,0.75,0.9,0,1,0,0,32.0,0
38,virna jandiroba,amanda lemos,20/07/2024,Submission,2.0,4:48,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,3.0,32.4,20.0,3.0,0.0,336.0,3.57,0.0,0.0,12.5,0.0,-100.0,0.0,0.0,0.0,50.0,0.0,-50.0,-2.54,-2.54,-3.82,-18.0,-2.31,9.0,1.18,-47.0,-27.0,1.5,409,virna jandiroba,63,115.0,63,2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0,0,1,0,0,37.0,1
39,steve garcia,seungwoo choi,20/07/2024,KO/TKO,1.0,1:36,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,-5.0,-3.31,0.0,0.0,0.0,37.0,-1.22,40.0,0.0,-12.63,50.0,83.33,-11.0,13.0,-2.0,-40.0,6.0,33.0,0.0,2.54,1.14,14.0,0.07,-10.0,-0.42,-32.0,34.0,0.6,297,steve garcia,72,155.0,72,4.31,0.55,2.52,0.36,0.61,0.25,1.0,0.6,0,0,1,0,33.0,0
40,kurt holobaugh,kaynan kruschewsky,20/07/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,-4.0,3.21,-75.0,-2.0,1.0,154.0,-6.56,6.19,-10.0,5.99,-24.85,-88.89,-5.0,-3.0,8.0,21.0,-12.0,-8.0,,,,,,,,,,,384,kurt holobaugh,71,155.0,71,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,0,1,0,0,39.0,0
41,cody gibson,brian kelleher,20/07/2024,Submission,1.0,3:58,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Lemos vs. Jandiroba,"Las Vegas, Nevada, USA",Orthodox,Switch,blue,0.0,38.0,44.62,40.0,1.0,0.0,153.0,47.37,66.67,33.33,38.89,60.0,0.0,69.0,15.0,-85.0,-24.0,23.0,0.0,10.16,12.7,-1.45,-8.0,-2.93,10.0,0.85,13.0,-1.0,-0.3,304,cody gibson,70,135.0,70,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,0,1,0,0,38.0,0
42,rose namajunas,tracy cortez,13/07/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Flyweight Bout,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",Orthodox,Orthodox,red,1.0,24.0,18.87,60.0,0.0,0.0,338.0,26.07,2.65,24.44,25.63,-6.67,0.0,15.0,-7.0,-9.0,7.0,-7.0,0.0,0.0,0.0,0.46,-13.0,2.0,-2.0,-1.09,11.0,-35.0,0.8,625,rose namajunas,65,115.0,65,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,0,1,0,0,33.0,1
43,julian erosa,christian rodriguez,13/07/2024,Submission,1.0,4:49,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",Southpaw,,red,0.0,-5.0,-1.93,100.0,1.0,-1.0,22.0,-1.82,-46.15,-33.33,-3.18,50.0,-100.0,-1.0,14.0,-13.0,1.0,5.0,-6.0,,,,,,,,,,,248,julian erosa,73,145.0,73,5.07,0.47,5.72,0.5,1.32,0.54,0.58,0.9,0,0,1,0,36.0,0
44,montel jackson,da'mon blackshear,13/07/2024,KO/TKO,1.0,0:18,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Namajunas vs. Cortez,"Denver, Colorado, USA",Southpaw,,red,1.0,-34.0,-33.33,0.0,0.0,0.0,2.0,80.0,0.0,-100.0,-66.67,0.0,100.0,100.0,0.0,-100.0,-75.0,0.0,75.0,,,,,,,,,,,408,montel jackson,70,135.0,70,3.77,0.55,1.5,0.56,4.15,0.77,0.66,0.2,0,0,1,0,33.0,0
45,roman dolidze,anthony smith,29/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,0.0,-0.05,33.0,0.0,0.0,213.0,4.89,-25.0,-11.5,-5.6,75.0,65.31,9.0,5.0,-12.0,-35.0,3.0,32.0,-5.08,0.0,0.04,5.0,-2.63,19.0,1.26,22.0,-18.0,1.5,221,roman dolidze,74,205.0,74,2.98,0.51,1.75,0.61,1.75,0.5,0.33,2.2,0,1,0,0,37.0,0
46,macy chiasson,mayra bueno silva,29/06/2024,TKO - Doctor's Stoppage,2.0,1:58,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-19.0,-15.65,100.0,0.0,0.0,29.0,-24.83,-9.66,33.33,-23.31,-13.74,0.0,2.0,-17.0,16.0,-1.0,-14.0,16.0,12.7,15.24,0.1,-8.0,-2.72,-1.0,0.98,21.0,-9.0,-1.1,148,macy chiasson,71,135.0,71,4.16,0.49,2.17,0.46,0.98,0.21,0.64,0.5,0,1,0,0,34.0,1
47,andre fili,cub swanson,29/06/2024,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,-10.0,-17.93,18.0,0.0,0.0,201.0,-8.47,-4.55,-14.28,-11.21,-18.57,0.0,4.0,8.0,-12.0,-8.0,8.0,0.0,7.62,10.16,-0.91,-14.0,0.26,-8.0,1.41,-2.0,4.0,-0.3,269,andre fili,71,145.0,71,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2,0,1,0,0,35.0,0
48,gillian robertson,michelle waterson-gomez,29/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 303: Pereira vs. Prochazka 2,"Las Vegas, Nevada, USA",Orthodox,,blue,0.0,33.0,23.54,-67.0,2.0,0.0,735.0,31.7,66.67,-50.0,17.35,-75.0,0.9,-3.0,7.0,-3.0,-30.0,-14.0,45.0,,,,,,,,,,,766,gillian robertson,65,125.0,65,2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9,0,1,0,0,30.0,1
49,alexander volkov,sergei pavlovich,22/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",Orthodox,Southpaw,blue,0.0,18.0,17.55,0.0,0.0,0.0,-15.0,7.66,3.29,-23.81,17.87,0.0,0.0,-40.0,4.0,36.0,0.0,0.0,0.0,10.16,-10.16,-1.67,7.0,-2.11,12.0,0.66,70.0,16.0,0.2,956,alexander volkov,79,250.0,79,4.88,0.59,2.48,0.56,0.66,0.7,0.66,0.2,0,1,0,0,37.0,0
50,kelvin gastelum,daniel rodriguez,22/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,"Riyadh, Riyadh, Saudi Arabia",Southpaw,Southpaw,red,0.0,0.0,0.85,100.0,0.0,0.0,167.0,1.58,-17.8,-6.0,-1.46,0.0,58.33,4.0,-16.0,11.0,-7.0,0.0,6.0,-10.16,-7.62,-4.04,-3.0,-3.2,2.0,-0.12,-23.0,-26.0,-0.2,300,kelvin gastelum,69,185.0,69,3.64,0.43,2.92,0.59,1.22,0.39,0.64,0.1,0,0,1,0,34.0,0
51,nate maness,jimmy flick,15/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Perez vs. Taira,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,3.0,8.15,-12.0,0.0,0.0,102.0,15.9,13.91,32.86,5.1,-8.74,54.55,49.0,-37.0,-11.0,-4.0,-3.0,6.0,7.62,10.16,0.41,-13.0,2.33,-5.0,-0.48,16.0,88.0,-6.5,539,nate maness,70,135.0,70,2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7,0,1,0,0,34.0,0
52,nassourdine imavov,jared cannonier,08/06/2024,KO/TKO,4.0,1:34,5 Rnd (5-5-5-5-5),Middleweight Bout,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",Orthodox,Switch,blue,0.0,3.0,-0.44,-34.0,0.0,0.0,-308.0,2.61,12.3,23.53,-1.86,22.8,100.0,9.0,5.0,-14.0,-12.0,11.0,1.0,10.16,-5.08,0.47,9.0,-1.06,-5.0,0.34,-21.0,6.0,2.0,402,nassourdine imavov,75,185.0,75,4.17,0.61,2.03,0.59,0.5,0.12,0.6,2.0,0,1,0,0,31.0,0
53,dominick reyes,dustin jacoby,08/06/2024,KO/TKO,1.0,2:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",Southpaw,Orthodox,red,2.0,23.0,23.11,0.0,0.0,0.0,3.0,43.4,75.0,4.17,29.17,66.67,33.33,59.0,15.0,-73.0,-20.0,10.0,10.0,2.54,2.54,0.85,2.0,0.22,-12.0,-0.02,-84.0,12.0,0.2,748,dominick reyes,76,205.0,76,4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2,0,0,1,0,36.0,0
54,montana de la rosa,andrea lee,08/06/2024,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",Orthodox,Orthodox,blue,0.0,-11.0,-14.49,50.0,1.0,-2.0,1.0,0.03,-22.96,-3.57,-6.45,-50.0,42.86,26.0,-21.0,-5.0,11.0,-10.0,-1.0,2.54,-2.54,-2.73,-13.0,-0.44,-20.0,0.47,-17.0,0.0,0.7,203,montana de la rosa,67,125.0,67,2.85,0.36,3.39,0.45,2.14,0.28,0.57,1.2,0,1,0,0,31.0,1
55,taylor lapilus,cody stamann,08/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Cannonier vs. Imavov,"Louisville, Kentucky, USA",Southpaw,Orthodox,blue,0.0,14.0,13.65,-16.0,0.0,0.0,-177.0,22.68,-4.2,-0.65,14.25,22.22,0.0,22.0,-22.0,2.0,5.0,-4.0,0.0,0.0,22.86,-0.37,-3.0,-1.18,-2.0,-2.45,-6.0,1.0,0.6,477,taylor lapilus,66,135.0,66,3.77,0.45,2.0,0.61,0.58,0.4,0.81,0.6,0,0,1,0,33.0,0
56,islam makhachev,dustin poirier,01/06/2024,Submission,5.0,2:42,5 Rnd (5-5-5-5-5),UFC Lightweight Title Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Southpaw,Southpaw,red,0.0,16.0,18.51,31.0,2.0,0.0,593.0,21.4,10.0,-75.0,19.73,-9.89,100.0,21.0,-17.0,-4.0,12.0,-19.0,6.0,2.54,-5.08,-3.59,6.0,-3.4,16.0,1.99,32.0,32.0,-0.3,536,islam makhachev,70,155.0,70,2.0,0.56,0.77,0.7,3.46,0.68,0.93,1.0,0,0,1,0,34.0,0
57,sean strickland,paulo costa,01/06/2024,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Middleweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,-14.0,-14.13,0.0,0.0,0.0,1.0,12.31,-22.92,-18.93,-14.16,-40.0,0.0,40.0,-17.0,-23.0,-1.0,1.0,0.0,0.0,10.16,-1.94,-19.0,-2.93,16.0,1.26,60.0,1.0,0.4,893,sean strickland,73,185.0,73,5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4,0,1,0,0,35.0,0
58,kevin holland,michal oleksiejczuk,01/06/2024,Submission,1.0,1:34,3 Rnd (5-5-5),Middleweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Orthodox,Southpaw,red,0.0,3.0,-0.31,0.0,1.0,0.0,-15.0,5.13,-25.0,0.0,0.91,0.0,-40.0,0.0,0.0,0.0,25.0,0.0,-25.0,7.62,17.78,-0.69,0.0,-0.33,-13.0,0.03,-21.0,16.0,0.7,380,kevin holland,75,185.0,75,4.14,0.56,2.58,0.56,1.08,0.45,0.51,0.7,0,1,0,0,33.0,0
59,niko price,alex morono,01/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,3.0,3.95,0.0,0.0,1.0,161.0,2.87,-13.94,-21.82,-1.75,-19.3,-8.7,-5.0,9.0,-4.0,-22.0,6.0,16.0,2.54,10.16,0.37,-1.0,2.14,-7.0,0.45,-6.0,25.0,0.5,729,niko price,72,170.0,72,5.33,0.41,5.83,0.49,0.89,0.22,0.72,0.9,0,1,0,0,36.0,0
60,randy brown,elizeu zaleski dos santos,01/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,13.0,8.93,-57.0,1.0,1.0,-291.0,25.67,29.17,4.07,12.98,50.0,-33.33,44.0,-4.0,-40.0,-1.0,-1.0,2.0,10.16,12.7,-0.38,8.0,-0.27,-6.0,0.43,29.0,19.0,0.1,102,randy brown,75,170.0,75,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,0,1,0,0,35.0,0
61,grant dawson,joe solecki,01/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Switch,Orthodox,red,0.0,2.0,-0.3,100.0,-1.0,0.0,812.0,4.08,-14.29,0.0,-4.55,66.67,-30.91,1.0,5.0,-6.0,-35.0,-6.0,41.0,2.54,5.08,-0.22,-26.0,1.17,0.0,0.13,-28.0,40.0,0.3,199,grant dawson,70,145.0,70,3.4,0.48,2.1,0.51,3.44,0.34,0.4,1.6,0,0,0,1,32.0,0
62,jake matthews,phil rowe,01/06/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 302: Makhachev vs. Poirier,"Newark, New Jersey, USA",Orthodox,,blue,0.0,8.0,11.3,100.0,0.0,0.0,74.0,-0.55,33.34,33.33,7.34,-50.0,100.0,-25.0,25.0,1.0,-4.0,-1.0,4.0,,,,,,,,,,,554,jake matthews,71,170.0,71,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,0,1,0,0,31.0,0
63,lerone murphy,edson barboza,18/05/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Featherweight Bout,UFC Fight Night: Barboza vs. Murphy,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,28.0,30.53,66.0,0.0,0.0,302.0,35.73,7.98,14.2,27.37,9.8,66.67,30.0,-6.0,-23.0,-4.0,3.0,0.0,-5.08,-5.08,-1.12,-1.0,-1.96,3.0,0.43,-11.0,-37.0,0.8,620,lerone murphy,69,145.0,69,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,0,1,0,0,34.0,0
64,angela hill,luana pinheiro,18/05/2024,Submission,2.0,4:12,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Barboza vs. Murphy,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,7.0,10.39,19.0,1.0,1.0,182.0,8.12,10.0,-100.0,1.8,66.67,80.0,3.0,15.0,-17.0,-13.0,-1.0,14.0,2.54,5.08,2.09,10.0,3.55,-14.0,0.45,36.0,76.0,0.1,376,angela hill,63,115.0,63,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1,0,1,0,0,41.0,1
65,diego ferreira,mateusz rebecki,11/05/2024,KO/TKO,3.0,4:51,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri, USA",Orthodox,,red,-1.0,14.0,14.41,20.0,0.0,0.0,-14.0,18.55,2.52,0.0,10.65,0.0,3.38,11.0,1.0,-13.0,-12.0,0.0,12.0,,,,,,,,,,,265,diego ferreira,69,155.0,69,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,0,1,0,0,41.0,0
66,chase hooper,viacheslav borshchev,11/05/2024,Submission,2.0,3:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri, USA",Southpaw,,red,1.0,23.0,26.12,100.0,2.0,0.0,362.0,35.77,80.0,-100.0,-15.94,0.0,67.44,43.0,6.0,-50.0,-94.0,0.0,93.0,,,,,,,,,,,388,chase hooper,73,145.0,73,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2,0,0,1,0,26.0,0
67,alexandre pantoja,steve erceg,04/05/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Flyweight Title Bout,UFC 301: Pantoja vs. Erceg,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,,red,0.0,-1.0,-0.78,31.0,0.0,-1.0,463.0,-7.31,15.05,-10.53,-5.31,12.5,-21.05,-18.0,12.0,6.0,-20.0,9.0,12.0,,,,,,,,,,,681,alexandre pantoja,65,125.0,65,4.3,0.47,3.39,0.53,0.94,0.35,0.68,0.9,0,1,0,0,35.0,0
68,jose aldo,jonathan martinez,04/05/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 301: Pantoja vs. Erceg,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,Southpaw,red,0.0,11.0,5.07,50.0,0.0,0.0,25.0,5.21,18.79,0.0,9.93,0.0,0.0,-16.0,16.0,-1.0,-6.0,5.0,1.0,-2.54,0.0,-0.82,-1.0,-0.29,3.0,0.09,19.0,28.0,0.1,10,jose aldo,67,135.0,67,3.45,0.45,3.52,0.61,0.57,0.56,0.91,0.1,0,1,0,0,39.0,0
69,anthony smith,vitor petrino,04/05/2024,Submission,1.0,2:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 301: Pantoja vs. Erceg,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,,red,0.0,10.0,9.55,-50.0,1.0,0.0,-14.0,18.1,-66.67,-20.0,9.55,0.0,0.0,23.0,-40.0,16.0,0.0,0.0,0.0,,,,,,,,,,,856,anthony smith,76,205.0,76,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,0,1,0,0,37.0,0
70,michel pereira,ihor potieria,04/05/2024,Submission,1.0,0:54,3 Rnd (5-5-5),Middleweight Bout,UFC 301: Pantoja vs. Erceg,"Rio de Janeiro, Rio de Janeiro, Brazil",Orthodox,,red,0.0,-6.0,-6.67,0.0,1.0,0.0,9.0,57.14,16.67,-100.0,-33.34,0.0,100.0,66.0,-17.0,-50.0,-67.0,0.0,66.0,,,,,,,,,,,695,michel pereira,73,170.0,73,3.74,0.54,2.84,0.58,1.76,0.7,1.0,0.5,0,1,0,0,32.0,0
71,alex perez,matheus nicolau,27/04/2024,KO/TKO,2.0,2:16,5 Rnd (5-5-5-5-5),Flyweight Bout,UFC Fight Night: Nicolau vs. Perez,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-1.0,-0.56,0.0,0.0,0.0,2.0,-7.55,-7.27,6.67,-0.56,0.0,0.0,-20.0,10.0,10.0,0.0,0.0,0.0,0.0,-2.54,0.83,-5.0,0.25,-6.0,0.99,1.0,-13.0,-0.1,701,alex perez,66,125.0,66,4.62,0.47,3.08,0.61,2.92,0.45,0.87,1.3,0,1,0,0,34.0,0
72,zhang weili,yan xiaonan,13/04/2024,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 300: Pereira vs. Hill,"Las Vegas, Nevada, USA",Switch,Orthodox,red,-1.0,17.0,15.36,-34.0,2.0,-1.0,624.0,35.59,1.75,-47.37,6.09,25.0,-3.45,31.0,3.0,-33.0,-23.0,-3.0,27.0,-2.54,0.0,-0.04,3.0,0.8,-10.0,0.26,-52.0,25.0,0.5,993,zhang weili,64,115.0,64,6.38,0.45,4.43,0.53,1.26,0.23,1.0,0.5,0,0,0,1,36.0,1
73,max holloway,justin gaethje,13/04/2024,KO/TKO,5.0,4:59,5 Rnd (5-5-5-5-5),Lightweight Bout,UFC 300: Pereira vs. Hill,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,7.0,6.82,0.0,0.0,0.0,0.0,5.25,6.23,-9.06,7.01,0.0,0.0,-8.0,9.0,-1.0,0.0,0.0,0.0,0.0,-2.54,-0.2,-13.0,-3.41,5.0,0.21,71.0,15.0,0.3,382,max holloway,71,145.0,71,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3,0,1,0,0,34.0,0
74,aljamain sterling,calvin kattar,13/04/2024,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC 300: Pereira vs. Hill,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,27.0,22.03,61.0,0.0,0.0,638.0,3.08,54.91,85.71,23.08,50.0,55.0,-57.0,26.0,30.0,-29.0,0.0,28.0,-10.16,-2.54,-0.23,7.0,-5.96,13.0,1.4,-6.0,-48.0,0.9,884,aljamain sterling,67,135.0,67,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,0,1,0,0,36.0,0
